first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Age
Alick,Baise,Male,62,16/08/1998,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,19
Errick,Burgin,Male,87,19/08/1998,Professor,Entertainment,Mass Customer,N,No,11,417 Killdeer Alley,2650,NSW,Australia,2,19
Dorian,Emery,Female,94,24/08/1998,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,19
Afton,Andrassy,Female,78,14/10/1998,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,19
Sada,Dowyer,Female,47,22/11/1998,Human Resources Manager,n/a,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,19
Alano,Satchel,Male,2,26/11/1998,Recruiting Manager,n/a,Mass Customer,N,No,2,87107 Shelley Crossing,2429,NSW,Australia,7,19
Dallas,Lavalde,Female,18,19/12/1998,Product Engineer,n/a,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4,19
Marysa,Rouchy,Female,8,15/02/1999,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5,411 Twin Pines Way,2026,NSW,Australia,9,18
Geoff,Gwillym,Male,89,22/02/1999,Clinical Specialist,Health,Affluent Customer,N,No,8,1 Eliot Plaza,2323,NSW,Australia,4,18
Frieda,Tavinor,Female,43,04/03/1999,,n/a,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,18
Taylor,Steuhlmeyer,Male,62,22/03/1999,Paralegal,Financial Services,Affluent Customer,N,Yes,5,64 Mcguire Trail,4017,QLD,Australia,8,18
Cord,Dunsmore,Male,12,21/04/1999,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3,18
Jammal,Devenny,Male,57,14/05/1999,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,Australia,9,18
Gunner,Petti,Male,62,08/06/1999,Executive Secretary,Financial Services,High Net Worth,N,Yes,3,29778 Mendota Drive,4036,QLD,Australia,5,18
Latrena,Yetts,Female,11,18/06/1999,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,18
Alon,,Male,17,23/06/1999,Accountant IV,n/a,Affluent Customer,N,No,9,770 Crest Line Parkway,4218,QLD,Australia,3,18
Maddalena,Angood,Female,79,28/07/1999,,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,Australia,4,18
Wheeler,Winward,Male,48,30/08/1999,Environmental Specialist,Manufacturing,Mass Customer,N,No,10,3 Golden Leaf Point,3216,VIC,Australia,8,18
Kevina,Ferandez,Female,73,21/09/1999,Assistant Professor,Financial Services,High Net Worth,N,No,15,9608 Heffernan Drive,4068,QLD,Australia,9,18
Jehu,Prestedge,Male,91,20/10/1999,,Manufacturing,High Net Worth,N,Yes,8,88 Annamark Avenue,2138,NSW,Australia,12,18
Ebony,Conrad,Female,8,24/10/1999,Environmental Tech,Financial Services,Mass Customer,N,Yes,16,990 Hoffman Avenue,3029,VIC,Australia,7,18
Clotilda,Southers,Female,62,08/11/1999,Computer Systems Analyst II,Financial Services,Mass Customer,N,Yes,15,42 Donald Hill,2323,NSW,Australia,4,18
Alta,Pithcock,Female,64,18/11/1999,GIS Technical Architect,Financial Services,Mass Customer,N,No,2,57568 Northview Junction,2141,NSW,Australia,7,18
Cristen,Maroney,Female,22,21/11/1999,Accountant IV,IT,High Net Worth,N,Yes,7,27 Karstens Crossing,4214,QLD,Australia,7,18
Sigismund,Sedger,Male,9,29/11/1999,Accountant II,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,18
Nalani,Hallad,Female,15,30/11/1999,Environmental Specialist,Health,Affluent Customer,N,Yes,9,1 Oriole Crossing,3184,VIC,Australia,9,18
Tobiah,Heinsius,Male,66,25/01/2000,Chief Design Engineer,Health,High Net Worth,N,No,9,3630 Dawn Crossing,2446,NSW,Australia,8,17
Kelcie,Kingaby,Female,54,24/03/2000,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,17
Kippy,Barabisch,Male,11,07/04/2000,Legal Assistant,Manufacturing,Mass Customer,N,No,4,840 Graceland Street,2125,NSW,Australia,11,17
Rand,Winchcum,Male,34,10/04/2000,Software Consultant,n/a,Affluent Customer,N,No,3,4594 Jackson Hill,2146,NSW,Australia,7,17
Cristie,Bence,Female,49,17/04/2000,Automation Specialist II,n/a,High Net Worth,N,No,9,3413 Schmedeman Court,4122,QLD,Australia,8,17
Shaw,MacEvilly,Male,10,06/05/2000,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,17
Evangelin,Boc,Female,30,09/05/2000,Structural Analysis Engineer,Manufacturing,High Net Worth,N,Yes,14,0 Meadow Ridge Street,3173,VIC,Australia,8,17
Kissie,Line,Female,2,20/05/2000,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,17
Hersh,Stubbert,Male,0,25/06/2000,Technical Writer,Manufacturing,Mass Customer,N,Yes,15,68 Fairfield Street,4115,QLD,Australia,8,17
Tanya,Hamberston,Female,45,25/09/2000,Product Engineer,n/a,Mass Customer,N,Yes,9,7 Schiller Point,4113,QLD,Australia,6,17
Norah,Mapis,Female,75,09/12/2000,Assistant Manager,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9,17
Aundrea,Outridge,Female,77,24/01/2001,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,16
Isak,Bergstram,Male,14,08/03/2001,Pharmacist,Health,Affluent Customer,N,Yes,15,68 Karstens Pass,2176,NSW,Australia,9,16
Tomaso,Horsley,Male,97,16/04/2001,Junior Executive,Financial Services,Mass Customer,N,Yes,10,70360 Onsgard Plaza,3977,VIC,Australia,6,16
Melosa,McOwan,Female,25,17/04/2001,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,16
Isa,Fominov,Male,75,21/06/2001,Physical Therapy Assistant,n/a,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,16
Moina,Rosenbaum,Female,50,04/08/2001,Graphic Designer,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10,16
Ailyn,Howgate,Female,66,27/09/2001,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,16
Burk,Wortley,Male,22,17/10/2001,Senior Sales Associate,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,Australia,10,16
Tomkin,Bernlin,Male,7,29/12/2001,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3,16
Simmonds,Bapty,Male,52,04/01/2002,Junior Executive,Financial Services,Affluent Customer,N,No,8,47 Susan Park,2025,NSW,Australia,12,15
Lura,Fawdrie,Female,66,17/01/2002,VP Sales,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,15
Giulietta,Garbott,Female,59,27/02/2002,Technical Writer,n/a,Affluent Customer,N,Yes,14,48297 Stuart Circle,3810,VIC,Australia,5,15
Tamas,Swatman,U,65,,Assistant Media Planner,Entertainment,Affluent Customer,N,No,5,78 Clarendon Drive,4551,QLD,Australia,8,117
Normy,Goodinge,U,5,,Associate Professor,IT,Mass Customer,N,No,4,7232 Fulton Parkway,3810,VIC,Australia,5,117
Pauline,Dallosso,U,82,,Desktop Support Technician,IT,Affluent Customer,N,Yes,0,9594 Badeau Street,2050,NSW,Australia,10,117
Porty,Hansed,U,88,,General Manager,IT,Mass Customer,N,No,13,768 Southridge Drive,2112,NSW,Australia,11,117
Harlene,Nono,U,69,,Human Resources Manager,IT,Mass Customer,N,No,12,0307 Namekagon Crossing,2170,NSW,Australia,7,117
Gregg,Aimeric,U,52,,Internal Auditor,IT,Mass Customer,N,No,7,72423 Surrey Street,3753,VIC,Australia,5,117
Hatti,Carletti,U,35,,Legal Assistant,IT,Affluent Customer,N,Yes,11,6 Iowa Center,2519,NSW,Australia,9,117
Rozamond,Turtle,U,69,,Legal Assistant,IT,Mass Customer,N,Yes,3,57025 New Castle Street,3850,VIC,Australia,3,117
Roth,Crum,U,0,,Legal Assistant,IT,Mass Customer,N,No,2,276 Anthes Court,2450,NSW,Australia,6,117
Adriana,Saundercock,U,20,,Nurse,IT,High Net Worth,N,Yes,14,82 Gina Junction,3806,VIC,Australia,7,117
Chicky,Sinclar,U,43,,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,117
Dmitri,Viant,U,62,,Paralegal,Financial Services,Affluent Customer,N,No,5,95960 Warner Parkway,3842,VIC,Australia,1,117
Tracy,Andrejevic,U,71,,Programmer II,IT,Mass Customer,N,Yes,11,5675 Burning Wood Trail,3030,VIC,Australia,7,117
Gerianne,Kaysor,U,15,,Project Manager,IT,Affluent Customer,N,No,5,882 Toban Lane,2121,NSW,Australia,11,117
Agneta,McAmish,U,66,,Structural Analysis Engineer,IT,Mass Customer,N,No,15,5773 Acker Way,4207,QLD,Australia,6,117
Johna,Bunker,U,93,,Tax Accountant,IT,Mass Customer,N,Yes,14,3686 Waubesa Way,3065,VIC,Australia,6,117
Shara,Bramhill,U,24,,,IT,Affluent Customer,N,No,2,01 Bunker Hill Drive,2230,NSW,Australia,10,117
